racer_id,racer_name,race_count,win_count,top2_count,top3_count,win_rate,top2_rate,top3_rate,avg_start_timing,last_race_date
3897,白井,93,24,50,66,0.258065,0.537634,0.709677,,2026-04-26
3898,平田,71,21,34,51,0.295775,0.478873,0.718310,,2026-05-01
3900,香川,84,14,35,54,0.166667,0.416667,0.642857,,2026-04-20
3901,松田,43,4,9,16,0.093023,0.209302,0.372093,,2026-04-24
3904,貴洋,53,6,16,25,0.113208,0.301887,0.471698,,2026-04-23
3905,天野,84,17,41,58,0.202381,0.488095,0.690476,,2026-04-23
3906,飯山,74,4,16,29,0.054054,0.216216,0.391892,,2026-05-01
3907,村越,83,11,27,42,0.132530,0.325301,0.506024,,2026-04-28
3908,重成,72,25,36,46,0.347222,0.500000,0.638889,,2026-04-26
3909,佐々木,86,23,40,53,0.267442,0.465116,0.616279,,2026-04-26
3910,松下,75,9,15,25,0.120000,0.200000,0.333333,,2026-04-28
3911,鈴木,89,15,33,43,0.168539,0.370787,0.483146,,2026-04-23
3912,川原,73,18,28,37,0.246575,0.383562,0.506849,,2026-05-01
3915,繁野谷,73,11,22,36,0.150685,0.301370,0.493151,,2026-04-30
3918,深井,90,25,48,68,0.277778,0.533333,0.755556,,2026-04-30
3920,正木,69,9,23,37,0.130435,0.333333,0.536232,,2026-04-24
3921,川村,19,3,3,7,0.157895,0.157895,0.368421,,2026-02-04
3922,菅沼,71,3,13,23,0.042254,0.183099,0.323944,,2026-04-23
3928,恵祐,69,6,10,19,0.086957,0.144928,0.275362,,2026-04-28
3929,杢野,60,6,13,22,0.100000,0.216667,0.366667,,2026-04-28
3930,岸本,58,10,21,31,0.172414,0.362069,0.534483,,2026-04-19
3931,黒崎,65,12,26,38,0.184615,0.400000,0.584615,,2026-04-06
3932,池田,62,10,20,25,0.161290,0.322581,0.403226,,2026-04-21
3933,山地,75,10,29,43,0.133333,0.386667,0.573333,,2026-04-25
3934,鋤柄,78,8,19,33,0.102564,0.243590,0.423077,,2026-05-02
3935,岩津,40,3,11,17,0.075000,0.275000,0.425000,,2026-04-24
3939,渡辺,8,2,4,4,0.250000,0.500000,0.500000,,2026-04-10
3940,飯山,94,24,39,56,0.255319,0.414894,0.595745,,2026-04-27
3941,池田,80,27,43,60,0.337500,0.537500,0.750000,,2026-05-02
3942,寺田,69,19,37,44,0.275362,0.536232,0.637681,,2026-04-26
3943,三松,14,0,0,1,0.000000,0.000000,0.071429,,2026-04-25
3944,山口,84,18,36,51,0.214286,0.428571,0.607143,,2026-04-26
3945,橋口,61,4,13,22,0.065574,0.213115,0.360656,,2026-05-02
3946,赤岩,70,18,37,50,0.257143,0.528571,0.714286,,2026-04-26
3947,寺本,74,7,12,27,0.094595,0.162162,0.364865,,2026-05-02
3948,大町,57,3,9,20,0.052632,0.157895,0.350877,,2026-04-30
3949,今出,58,1,10,16,0.017241,0.172414,0.275862,,2026-04-25
3950,石川,67,4,15,29,0.059701,0.223881,0.432836,,2026-04-28
3951,石川,72,10,20,34,0.138889,0.277778,0.472222,,2026-04-28
3952,中澤 和志,94,29,43,58,0.308511,0.457447,0.617021,53.0000,2026-05-03
3953,志道,17,1,2,4,0.058824,0.117647,0.235294,,2026-01-20
3955,眞田,48,4,13,24,0.083333,0.270833,0.500000,,2026-04-21
3956,横澤,66,19,28,37,0.287879,0.424242,0.560606,,2026-04-28
3957,大谷,69,9,20,37,0.130435,0.289855,0.536232,,2026-04-28
3959,坪井,77,19,36,50,0.246753,0.467532,0.649351,,2026-04-26
3960,菊地,89,22,33,46,0.247191,0.370787,0.516854,,2026-04-26
3961,谷村,90,22,39,61,0.244444,0.433333,0.677778,,2026-04-16
3963,原田,78,14,32,49,0.179487,0.410256,0.628205,,2026-04-28
3964,宮地,62,4,15,26,0.064516,0.241935,0.419355,,2026-05-02
3965,北中,91,23,48,63,0.252747,0.527473,0.692308,,2026-04-30
3966,作間,92,23,37,60,0.250000,0.402174,0.652174,,2026-04-20
3967,鈴木,60,7,20,25,0.116667,0.333333,0.416667,,2026-05-02
3968,茶谷,72,11,23,46,0.152778,0.319444,0.638889,,2026-04-20
3973,利仁,70,4,12,17,0.057143,0.171429,0.242857,,2026-05-02
3974,深山,62,4,17,25,0.064516,0.274194,0.403226,,2026-04-22
3975,小野寺,79,18,31,49,0.227848,0.392405,0.620253,,2026-04-28
3976,内田,62,7,12,16,0.112903,0.193548,0.258065,,2026-04-28
3977,山本,67,8,14,27,0.119403,0.208955,0.402985,,2026-04-28
3978,齊藤,76,15,28,39,0.197368,0.368421,0.513158,,2026-04-26
3981,今坂,72,12,13,20,0.166667,0.180556,0.277778,,2026-04-28
3982,福田,66,4,11,18,0.060606,0.166667,0.272727,,2026-04-28
3983,須藤 博倫,86,23,39,60,0.267442,0.453488,0.697674,51.5000,2026-05-03
3984,坂口,94,25,41,61,0.265957,0.436170,0.648936,,2026-04-21
3986,沖島,49,6,16,26,0.122449,0.326531,0.530612,,2026-03-20
3987,後藤,75,15,33,47,0.200000,0.440000,0.626667,,2026-04-23
3988,古川,81,20,34,47,0.246914,0.419753,0.580247,,2026-05-02
3989,熊本,66,7,10,16,0.106061,0.151515,0.242424,,2026-04-28
3990,芹澤,71,9,16,27,0.126761,0.225352,0.380282,,2026-04-27
3992,関口 智久,55,9,16,24,0.163636,0.290909,0.436364,53.0000,2026-05-03
3993,永井,72,9,23,39,0.125000,0.319444,0.541667,,2026-04-20
3994,小野,83,8,27,42,0.096386,0.325301,0.506024,,2026-04-27
3995,重野,85,22,38,58,0.258824,0.447059,0.682353,,2026-04-29
3997,北村,101,27,45,69,0.267327,0.445545,0.683168,,2026-04-26
3998,冨成,61,3,16,22,0.049180,0.262295,0.360656,,2026-05-02
3999,大瀧,97,21,39,57,0.216495,0.402062,0.587629,,2026-04-28
4000,松本,95,19,41,59,0.200000,0.431579,0.621053,,2026-04-25
4002,古結,81,19,30,46,0.234568,0.370370,0.567901,,2026-04-26
4003,憲一,61,8,23,37,0.131148,0.377049,0.606557,,2026-04-30
4004,山本,81,13,26,43,0.160494,0.320988,0.530864,,2026-04-28
4006,小野,79,10,30,42,0.126582,0.379747,0.531646,,2026-05-02
4007,榮田,46,4,11,19,0.086957,0.239130,0.413043,,2026-04-24
4009,小林,56,12,19,32,0.214286,0.339286,0.571429,,2026-03-29
4010,越智,68,4,10,21,0.058824,0.147059,0.308824,,2026-04-28
4011,堀之内紀代子,62,14,21,30,0.225806,0.338710,0.483871,,2026-04-28
4012,中村,83,23,38,47,0.277108,0.457831,0.566265,,2026-04-14
4013,中島,88,21,40,55,0.238636,0.454545,0.625000,,2026-04-26
4014,片岡,72,13,30,37,0.180556,0.416667,0.513889,,2026-04-13
4015,前野,91,17,38,58,0.186813,0.417582,0.637363,,2026-04-28
4016,西川,69,7,24,37,0.101449,0.347826,0.536232,,2026-04-28
4017,向井,86,13,28,46,0.151163,0.325581,0.534884,,2026-04-19
4019,笠原,79,18,36,46,0.227848,0.455696,0.582278,,2026-04-26
4020,川上,75,9,22,34,0.120000,0.293333,0.453333,,2026-04-28
4022,待鳥,56,5,11,16,0.089286,0.196429,0.285714,,2026-04-28
4023,柴田,61,4,12,21,0.065574,0.196721,0.344262,,2026-04-23
4024,井口,71,9,22,36,0.126761,0.309859,0.507042,,2026-04-23
4025,山本,41,11,24,30,0.268293,0.585366,0.731707,,2026-02-18
4027,松江,64,14,21,33,0.218750,0.328125,0.515625,,2026-05-02
4028,田村,86,29,44,56,0.337209,0.511628,0.651163,,2026-04-28
4030,森高,92,15,35,53,0.163043,0.380435,0.576087,,2026-04-26
4031,飯島,65,7,19,27,0.107692,0.292308,0.415385,,2026-04-23
4033,伊藤,85,18,38,52,0.211765,0.447059,0.611765,,2026-04-26
4034,西原,58,3,8,13,0.051724,0.137931,0.224138,,2026-04-28
4035,杉江,80,8,20,28,0.100000,0.250000,0.350000,,2026-05-02
4036,金田,82,21,38,56,0.256098,0.463415,0.682927,,2026-04-21
4039,村上,90,11,28,43,0.122222,0.311111,0.477778,,2026-04-30
4040,廣瀬,90,20,39,51,0.222222,0.433333,0.566667,,2026-04-25
4041,小林,43,4,9,15,0.093023,0.209302,0.348837,,2026-04-20
4042,丸岡,94,20,39,56,0.212766,0.414894,0.595745,,2026-04-25
4043,桐本,66,10,24,38,0.151515,0.363636,0.575758,,2026-04-19
4044,湯川,90,24,38,55,0.266667,0.422222,0.611111,,2026-04-26
4045,佐々木,62,4,13,18,0.064516,0.209677,0.290323,,2026-04-13
4047,吉永,63,4,11,23,0.063492,0.174603,0.365079,,2026-04-30
4049,荒川,99,20,36,56,0.202020,0.363636,0.565657,,2026-04-25
4050,田口,89,24,42,60,0.269663,0.471910,0.674157,,2026-04-26
4051,清水,57,13,25,40,0.228070,0.438596,0.701754,,2026-04-23
4052,興津,87,17,34,53,0.195402,0.390805,0.609195,,2026-04-28
4053,芦澤,78,16,35,52,0.205128,0.448718,0.666667,,2026-04-12
4054,福嶋,63,7,21,27,0.111111,0.333333,0.428571,,2026-04-22
4055,吉田,101,19,40,57,0.188119,0.396040,0.564356,,2026-05-01
4057,松井,101,18,45,59,0.178218,0.445545,0.584158,,2026-04-29
4058,野末,91,17,40,60,0.186813,0.439560,0.659341,,2026-04-28
4059,入澤,82,13,28,40,0.158537,0.341463,0.487805,,2026-04-15
4060,島田,52,3,13,23,0.057692,0.250000,0.442308,,2026-04-28
4061,萩原,118,29,58,81,0.245763,0.491525,0.686441,,2026-04-26
4062,後藤,73,5,15,26,0.068493,0.205479,0.356164,,2026-04-28
4063,市橋,88,21,42,59,0.238636,0.477273,0.670455,,2026-04-25
4064,原田,68,15,28,43,0.220588,0.411765,0.632353,,2026-04-25
4065,金田,58,8,22,28,0.137931,0.379310,0.482759,,2026-04-28
4066,東本,91,19,34,58,0.208791,0.373626,0.637363,,2026-04-25
4067,永井,100,21,41,64,0.210000,0.410000,0.640000,,2026-05-02
4068,幸田,74,2,14,37,0.027027,0.189189,0.500000,,2026-04-28
4069,山本,93,15,37,57,0.161290,0.397849,0.612903,,2026-04-28
4071,古賀,41,2,6,13,0.048780,0.146341,0.317073,,2026-03-27
4072,森永,47,15,22,27,0.319149,0.468085,0.574468,,2026-04-28
4073,大橋,84,28,46,56,0.333333,0.547619,0.666667,,2026-04-22
4074,柳沢,87,17,43,59,0.195402,0.494253,0.678161,,2026-05-02
4075,中野,86,17,37,52,0.197674,0.430233,0.604651,,2026-05-01
4076,杉田,94,14,33,50,0.148936,0.351064,0.531915,,2026-04-28
4077,品田,87,20,33,53,0.229885,0.379310,0.609195,,2026-04-28
4079,出畑,66,11,24,42,0.166667,0.363636,0.636364,,2026-04-21
4080,山崎,25,7,14,18,0.280000,0.560000,0.720000,,2026-01-26
4081,樋口,68,5,14,23,0.073529,0.205882,0.338235,,2026-04-28
4082,濱崎,73,14,26,38,0.191781,0.356164,0.520548,,2026-04-30
4083,福島,89,36,56,69,0.404494,0.629213,0.775281,,2026-04-26
4084,杉山,104,27,49,65,0.259615,0.471154,0.625000,,2026-05-02
4085,荻野,45,2,12,23,0.044444,0.266667,0.511111,,2026-05-01
4086,寺本,86,19,37,55,0.220930,0.430233,0.639535,,2026-05-01
4089,妹尾,92,12,31,54,0.130435,0.336957,0.586957,,2026-04-23
4090,中村,39,4,8,17,0.102564,0.205128,0.435897,,2026-02-11
4092,岡部,66,10,18,31,0.151515,0.272727,0.469697,,2026-05-02
4093,吉田,65,4,12,23,0.061538,0.184615,0.353846,,2026-04-29
4094,中島,58,6,17,24,0.103448,0.293103,0.413793,,2026-05-02
4095,福来,102,33,60,74,0.323529,0.588235,0.725490,,2026-05-01
4096,石橋,68,18,33,42,0.264706,0.485294,0.617647,,2026-04-24
4097,貫地谷,57,0,7,16,0.000000,0.122807,0.280702,,2026-04-25
4098,赤澤,54,9,19,24,0.166667,0.351852,0.444444,,2026-04-19
4099,吉永,78,16,30,48,0.205128,0.384615,0.615385,,2026-04-19
4100,松田,67,9,22,35,0.134328,0.328358,0.522388,,2026-04-28
4102,益田,98,34,50,63,0.346939,0.510204,0.642857,,2026-05-01
4103,山崎,46,1,5,8,0.021739,0.108696,0.173913,,2026-03-31
4104,木下,65,8,15,25,0.123077,0.230769,0.384615,,2026-04-26
4105,松下,79,5,17,37,0.063291,0.215190,0.468354,,2026-04-28
4106,坂井,57,1,8,18,0.017544,0.140351,0.315789,,2026-04-23
4108,吉村,66,21,37,47,0.318182,0.560606,0.712121,,2026-04-28
4109,谷津 幸宏,97,21,36,58,0.216495,0.371134,0.597938,50.0000,2026-05-03
4110,小澤,71,10,17,28,0.140845,0.239437,0.394366,,2026-04-25
4111,奥田,72,13,27,39,0.180556,0.375000,0.541667,,2026-04-22
4112,大久保信一郎,73,17,30,46,0.232877,0.410959,0.630137,,2026-04-28
4113,木村,68,11,18,30,0.161765,0.264706,0.441176,,2026-04-22
4114,深澤,69,4,19,36,0.057971,0.275362,0.521739,,2026-05-01
4116,川田,53,4,12,24,0.075472,0.226415,0.452830,,2026-04-22
4117,廣中,79,11,33,48,0.139241,0.417722,0.607595,,2026-05-01
4118,宇佐見,100,19,39,58,0.190000,0.390000,0.580000,,2026-04-28
4119,泥谷,66,5,20,39,0.075758,0.303030,0.590909,,2026-04-30
4120,柘植,87,20,36,46,0.229885,0.413793,0.528736,,2026-04-30
4121,富永,80,18,32,45,0.225000,0.400000,0.562500,,2026-05-01
4122,安東,88,16,28,48,0.181818,0.318182,0.545455,,2026-04-22
4123,細川,96,25,49,69,0.260417,0.510417,0.718750,,2026-04-28
4124,池田,80,18,32,47,0.225000,0.400000,0.587500,,2026-04-27
4128,川口,70,15,25,36,0.214286,0.357143,0.514286,,2026-05-02
4129,宇野,73,7,15,26,0.095890,0.205479,0.356164,,2026-04-28
4131,豊土,60,15,32,40,0.250000,0.533333,0.666667,,2026-04-28
4133,高橋,71,15,38,48,0.211268,0.535211,0.676056,,2026-04-26
4134,杉山,63,11,25,38,0.174603,0.396825,0.603175,,2026-05-01
4136,江夏,70,15,29,43,0.214286,0.414286,0.614286,,2026-05-01
4137,君島,104,24,50,68,0.230769,0.480769,0.653846,,2026-04-30
4138,中井,65,9,18,27,0.138462,0.276923,0.415385,,2026-04-28
4139,丹下,56,6,13,20,0.107143,0.232143,0.357143,,2026-03-31
4140,梶野,70,15,35,43,0.214286,0.500000,0.614286,,2026-04-22
4142,平野,88,15,30,51,0.170455,0.340909,0.579545,,2026-04-23
4143,浦田,53,3,10,23,0.056604,0.188679,0.433962,,2026-05-02
4144,石塚 久也,82,19,37,53,0.231707,0.451220,0.646341,50.0000,2026-05-03
4145,小澤,58,2,9,17,0.034483,0.155172,0.293103,,2026-04-28
4146,柳橋,84,21,34,54,0.250000,0.404762,0.642857,,2026-05-01
4148,枝尾,76,19,39,51,0.250000,0.513158,0.671053,,2026-04-28
4150,山田,77,21,35,46,0.272727,0.454545,0.597403,,2026-04-28
4151,下河,64,10,22,35,0.156250,0.343750,0.546875,,2026-04-28
4152,深水,53,11,23,27,0.207547,0.433962,0.509434,,2026-04-02
4154,森安,60,6,20,31,0.100000,0.333333,0.516667,,2026-04-28
4155,長野,79,21,38,49,0.265823,0.481013,0.620253,,2026-04-28
4156,浜野,68,8,21,38,0.117647,0.308824,0.558824,,2026-04-21
4158,木場,59,8,20,29,0.135593,0.338983,0.491525,,2026-04-20
4159,向後 龍一,95,19,42,58,0.200000,0.442105,0.610526,49.0000,2026-05-03
4161,黒柳,87,11,32,49,0.126437,0.367816,0.563218,,2026-04-25
4162,竹本,40,5,12,20,0.125000,0.300000,0.500000,,2026-03-11
4163,山崎,79,18,32,41,0.227848,0.405063,0.518987,,2026-04-20
4164,岩永,62,3,13,24,0.048387,0.209677,0.387097,,2026-05-02
4166,吉田,89,20,39,59,0.224719,0.438202,0.662921,,2026-04-28
4167,片岡,65,1,5,16,0.015385,0.076923,0.246154,,2026-04-28
4168,石野,80,26,40,53,0.325000,0.500000,0.662500,,2026-04-17
4169,多田,43,2,8,11,0.046512,0.186047,0.255814,,2026-04-28
4171,幸司,93,24,38,54,0.258065,0.408602,0.580645,,2026-04-28
4172,森定,98,19,44,65,0.193878,0.448980,0.663265,,2026-04-22
4173,岡谷,75,13,29,42,0.173333,0.386667,0.560000,,2026-04-25
4174,赤坂,92,18,34,58,0.195652,0.369565,0.630435,,2026-05-01
4175,川尻,65,13,31,43,0.200000,0.476923,0.661538,,2026-04-23
4176,樋口,20,1,4,8,0.050000,0.200000,0.400000,,2026-04-20
4177,正嗣,64,10,16,28,0.156250,0.250000,0.437500,,2026-05-02
4179,広次,58,11,22,36,0.189655,0.379310,0.620690,,2026-04-28
4180,上野,70,14,27,44,0.200000,0.385714,0.628571,,2026-04-28
4181,花本,53,3,10,18,0.056604,0.188679,0.339623,,2026-04-19
4182,吉田,72,9,21,33,0.125000,0.291667,0.458333,,2026-04-23
4183,宇野,99,26,35,43,0.262626,0.353535,0.434343,,2026-04-29
4184,渡邊,77,24,41,60,0.311688,0.532468,0.779221,,2026-04-22
4186,小川 時光,55,3,9,17,0.054545,0.163636,0.309091,51.0000,2026-05-03
4188,久田,87,28,51,69,0.321839,0.586207,0.793103,,2026-05-02
4189,川上,96,32,44,64,0.333333,0.458333,0.666667,,2026-04-28
4191,赤羽 克也,60,15,29,38,0.250000,0.483333,0.633333,49.0000,2026-05-03
4193,郷原,92,18,34,51,0.195652,0.369565,0.554348,,2026-04-28
4195,前川,51,8,17,21,0.156863,0.333333,0.411765,,2026-04-26
4196,田中,69,8,16,25,0.115942,0.231884,0.362319,,2026-05-02
4197,渥美,70,7,11,20,0.100000,0.157143,0.285714,,2026-04-28
4199,北川,107,25,48,71,0.233645,0.448598,0.663551,,2026-04-28
4200,早川,70,5,17,27,0.071429,0.242857,0.385714,,2026-04-28
4201,佐竹,66,6,10,20,0.090909,0.151515,0.303030,,2026-04-28
4202,浮田,55,6,17,24,0.109091,0.309091,0.436364,,2026-04-17
4203,小倉,74,7,16,29,0.094595,0.216216,0.391892,,2026-04-27
4204,柴田,67,7,18,25,0.104478,0.268657,0.373134,,2026-04-28
4205,山口,60,14,33,43,0.233333,0.550000,0.716667,,2026-03-29
4207,松下,65,19,33,38,0.292308,0.507692,0.584615,,2026-03-30
4208,三浦,88,29,46,64,0.329545,0.522727,0.727273,,2026-04-27
4209,藤田,62,10,20,34,0.161290,0.322581,0.548387,,2026-04-22
4210,松村,88,15,30,52,0.170455,0.340909,0.590909,,2026-04-27
4211,村田,65,0,3,18,0.000000,0.046154,0.276923,,2026-04-21
4213,重富,67,4,15,23,0.059701,0.223881,0.343284,,2026-04-28
4214,祐介,65,9,19,32,0.138462,0.292308,0.492308,,2026-04-20
4215,吉島,82,17,28,47,0.207317,0.341463,0.573171,,2026-04-28
4216,栄爾,72,7,21,34,0.097222,0.291667,0.472222,,2026-04-28
4218,吉川,98,21,51,70,0.214286,0.520408,0.714286,,2026-04-21
4219,本岡,74,3,9,20,0.040541,0.121622,0.270270,,2026-04-25
4220,深川,59,10,16,23,0.169492,0.271186,0.389831,,2026-04-28
4224,大橋,89,14,29,47,0.157303,0.325843,0.528090,,2026-04-25
4225,土屋,77,16,33,49,0.207792,0.428571,0.636364,,2026-04-27
4226,村田,73,11,21,31,0.150685,0.287671,0.424658,,2026-04-28
4227,安達,89,22,36,54,0.247191,0.404494,0.606742,,2026-04-25
4228,吉田,90,19,35,55,0.211111,0.388889,0.611111,,2026-04-28
4229,市川,53,2,4,16,0.037736,0.075472,0.301887,,2026-05-02
4230,濱崎,68,22,38,47,0.323529,0.558824,0.691176,,2026-04-27
4231,鈴木,95,16,30,52,0.168421,0.315789,0.547368,,2026-04-28
4232,雅雄,67,18,30,40,0.268657,0.447761,0.597015,,2026-05-01
4233,亀山,87,18,34,57,0.206897,0.390805,0.655172,,2026-04-28
4234,野相,59,9,16,26,0.152542,0.271186,0.440678,,2026-04-24
4236,松村,87,27,45,66,0.310345,0.517241,0.758621,,2026-04-21
4237,大峯,76,22,40,53,0.289474,0.526316,0.697368,,2026-04-28
4238,毒島,67,33,49,57,0.492537,0.731343,0.850746,,2026-05-02
4239,竹田,61,14,32,41,0.229508,0.524590,0.672131,,2026-04-28
4240,今井,57,11,25,38,0.192982,0.438596,0.666667,,2026-04-27
4241,大串,95,15,34,60,0.157895,0.357895,0.631579,,2026-04-28
4243,西村,67,15,22,33,0.223881,0.328358,0.492537,,2026-04-27
4244,鈴木,9,0,0,0,0.000000,0.000000,0.000000,,2026-01-11
4245,高橋,56,8,12,20,0.142857,0.214286,0.357143,,2026-04-28
4246,喜多,68,5,14,27,0.073529,0.205882,0.397059,,2026-04-19
4247,齊藤,68,9,17,31,0.132353,0.250000,0.455882,,2026-04-28
4248,岡本,62,2,10,24,0.032258,0.161290,0.387097,,2026-04-28
4251,川崎,74,6,17,31,0.081081,0.229730,0.418919,,2026-04-28
4252,松下,61,7,13,21,0.114754,0.213115,0.344262,,2026-04-28
4253,西川,78,5,13,30,0.064103,0.166667,0.384615,,2026-04-30
4254,川島,65,9,15,29,0.138462,0.230769,0.446154,,2026-04-05
4256,渡辺,88,19,51,72,0.215909,0.579545,0.818182,,2026-04-25
4257,古川,64,5,12,22,0.078125,0.187500,0.343750,,2026-05-01
4258,関根,63,6,20,28,0.095238,0.317460,0.444444,,2026-04-28
4259,真庭,98,18,37,56,0.183673,0.377551,0.571429,,2026-05-01
4260,中越,72,9,20,30,0.125000,0.277778,0.416667,,2026-04-28
4261,祐臣,92,15,38,54,0.163043,0.413043,0.586957,,2026-04-17
4262,馬場,93,29,45,64,0.311828,0.483871,0.688172,,2026-04-30
4263,武重,67,11,23,29,0.164179,0.343284,0.432836,,2026-04-25
4264,長尾,90,27,54,72,0.300000,0.600000,0.800000,,2026-04-22
4266,長田,80,19,36,44,0.237500,0.450000,0.550000,,2026-05-01
4268,和合,42,0,1,8,0.000000,0.023810,0.190476,,2026-03-25
4269,杉山,76,17,28,42,0.223684,0.368421,0.552632,,2026-04-25
4270,岸本,49,8,16,27,0.163265,0.326531,0.551020,,2026-03-31
4271,川崎,74,4,13,24,0.054054,0.175676,0.324324,,2026-04-25
4272,大場,52,6,12,20,0.115385,0.230769,0.384615,,2026-05-01
4273,佐藤,69,12,21,34,0.173913,0.304348,0.492754,,2026-04-28
4274,長畑,62,6,13,23,0.096774,0.209677,0.370968,,2026-04-28
4275,菅野,42,1,3,10,0.023810,0.071429,0.238095,,2026-04-13
4276,鈴木,64,16,26,33,0.250000,0.406250,0.515625,,2026-04-16
4277,金田,54,10,20,23,0.185185,0.370370,0.425926,,2026-04-24
4278,藤岡,94,30,48,59,0.319149,0.510638,0.627660,,2026-04-28
4281,大澤,61,9,20,31,0.147541,0.327869,0.508197,,2026-04-28
4283,石井,51,2,5,16,0.039216,0.098039,0.313725,,2026-04-22
4286,平田,94,14,39,53,0.148936,0.414894,0.563830,,2026-05-01
4287,今井,63,8,23,37,0.126984,0.365079,0.587302,,2026-05-01
4288,永田,90,32,51,71,0.355556,0.566667,0.788889,,2026-04-28
4289,落合,90,22,34,51,0.244444,0.377778,0.566667,,2026-04-27
4290,稲田,87,20,38,60,0.229885,0.436782,0.689655,,2026-04-28
4292,麻生,63,15,29,39,0.238095,0.460317,0.619048,,2026-04-22
4293,鈴木,72,8,18,31,0.111111,0.250000,0.430556,,2026-05-02
4294,古賀,82,25,34,45,0.304878,0.414634,0.548780,,2026-05-02
4295,小坂,84,26,46,63,0.309524,0.547619,0.750000,,2026-04-18
4296,岡崎,46,12,23,33,0.260870,0.500000,0.717391,,2026-02-24
4297,山田,99,21,41,60,0.212121,0.414141,0.606061,,2026-05-01
4298,宮下,87,15,37,53,0.172414,0.425287,0.609195,,2026-04-28
4299,中島,67,4,15,30,0.059701,0.223881,0.447761,,2026-04-28
4300,加藤,75,9,21,43,0.120000,0.280000,0.573333,,2026-04-27
4301,裕也,50,4,12,21,0.080000,0.240000,0.420000,,2026-04-21
4302,西野,86,27,45,58,0.313953,0.523256,0.674419,,2026-04-19
4303,牧原,65,7,20,33,0.107692,0.307692,0.507692,,2026-04-28
4305,金子,79,26,40,55,0.329114,0.506329,0.696203,,2026-05-02
